# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.7727498702860656,5.0015956442169305,-105.97462111087525,0,3.0,1447.6822408149278,-179.4153694792948,0.0,-0.0016706373126162389
 0.013815077601441881,1.7726710814724305,5.001320414915195,-105.97462111087525,0.04144523280432564,2.9999999999999996,1447.6822408149278,-179.41539255927893,3846.0097588047424,-0.011257048092971688
 0.01996556280680714,1.7727085068321744,5.001042888897347,-82.31979498965627,0.04961688984909755,1.3286199010191124,1218.6028210406273,-179.41546179558668,3745.6422742894188,-0.020549299147541646
 0.025580435477227173,1.7728617440133239,5.00076312888852,-61.28849055057868,0.0640022565605492,2.5620112077048267,732.370229159328,-179.41557717728486,2759.9250746384905,-0.02990362896084671
 0.030981414358849883,1.7731303906639033,5.000481197613852,-46.38219350759521,0.08020519320541732,2.9999999999999982,396.8755531647656,-179.41573868615336,1825.5571261017326,-0.03840891524964278
 0.0363866837692962,1.7735140444319386,5.0001971577984765,-36.514565416855234,0.09642100143675628,3.0000000000000018,220.59301494133533,-179.41594629668805,1211.5671166458021,-0.046208472051986624
 0.04187657351261114,1.7740123029654558,4.999911072167531,-29.863195529843782,0.1128906706667011,2.9999999999999987,130.32644226797726,-179.41619997610482,837.3106211250138,-0.05369702016956884
 0.04745804226059078,1.7746247639124797,4.999623003446148,-25.189772465683102,0.12963507691064002,3.0000000000000036,81.90186992830228,-179.41649968434476,604.6781601275197,-0.06105915863244679
 0.05311959645553816,1.775351024921036,4.999333014359466,-21.766354291620075,0.14661973949548218,3.0000000000000013,54.31080788247696,-179.41684537408045,453.9753814460647,-0.0683775859309736
 0.058846862747299195,1.7761906836391506,4.999041167632621,-19.16631639217467,0.16380153837076528,2.9999999999999987,37.6691464136717,-179.41723699072347,352.10642717157464,-0.07568907585862633
 0.06462684756835027,1.7771433377148482,4.998747525990746,-17.131146587728445,0.1811414928339185,3.0,27.11993034467198,-179.41767447243305,280.56064564796634,-0.08300956411415424
 0.0704487995059991,1.7782085847961553,4.998452152158979,-15.497735993170263,0.19860734864686497,2.999999999999998,20.14265492099999,-179.4181577501257,228.62096009909604,-0.09034530903719509
 0.07630408259957917,1.779386022531097,4.998155108862455,-14.159095550663979,0.2161731979276052,3.0,15.358034972500617,-179.41868674748628,189.83187277145058,-0.09769798637002011
 0.08218581583796106,1.780675248567698,4.997856458826309,-13.042555114879859,0.2338183976427509,3.000000000000007,11.974123936835175,-179.41926138098003,160.1535672396505,-0.10506708916779116
 0.08808850992156037,1.782075860553985,4.997556264775677,-12.09721760106705,0.2515264798935488,3.0,9.516457120695714,-179.41988155986564,136.9683763787147,-0.11245108974164118
 0.09400776197584275,1.783587456137983,4.997254589435697,-11.28646725781562,0.269284236056396,3.000000000000007,7.689958201022847,-179.4205471862096,118.52653411593398,-0.11984801320000642
 0.09994001461237438,1.7852096329677176,4.9969514955314995,-10.583337913307414,0.2870809939659909,3.0,6.304992752788253,-179.4212581549019,103.62566737174245,-0.12725572257484316
 0.10588237032811774,1.7869419886912143,4.996647045788224,-9.96755733650322,0.304908061113221,3.0,5.236113577123269,-179.4220143536723,91.41906397970376,-0.1346720593792007
 0.11183244965113301,1.7887841209564983,4.996341302931006,-9.423606654188175,0.3227582990822668,2.999999999999998,4.398182485152855,-179.4228156631082,81.29734705546835,-0.14209491024652046
 0.11778828272017038,1.7907356274115955,4.996034329684979,-8.939413226170208,0.3406257982893789,3.000000000000002,3.7320868339539337,-179.42366195667358,72.81335269682145,-0.1495222355049687
 0.12374822608468171,1.7927961057045314,4.995726188775279,-8.505449767916964,0.35850562838291294,3.0000000000000093,3.1959394200102347,-179.42455310072893,65.63319676436187,-0.15695207835164215
 0.12971089846937336,1.7949651534833313,4.995416942927045,-8.11410051805107,0.37639364553698795,3.000000000000007,2.759510844136717,-179.42548895455224,59.50365130930439,-0.16438256430434298
 0.1356751308272567,1.7972423683960208,4.99510665486541,-7.759206915499909,0.39428634261063805,3.0000000000000093,2.4006216256433333,-179.42646937036133,54.22993157541417,-0.17181189603132851
 0.1416399272091136,1.7996273480906253,4.994795387315508,-7.435736415850532,0.4121807317562087,3.0,2.1027530004433106,-179.42749419333714,49.66027882537605,-0.17923834637726513
 0.14760443387199046,1.8021196902151708,4.994483203002478,-7.139537351916253,0.4300742517448393,3.0000000000000044,1.8534332827737647,-179.42856326164835,45.67507190131289,-0.18666025077315102
 0.1535679147072788,1.8047189924176819,4.994170164651454,-6.867154935982358,0.4479646942507043,2.9999999999999956,1.643128264298583,-179.42967640647655,42.17901350415909,-0.194076000155015
 0.1595297315515827,1.8074248523461849,4.993856334987571,-6.61569138279714,0.46585014478361597,2.9999999999999907,1.4644655634169181,-179.43083345204334,39.095440534319444,-0.2014840341662707
